R02106	urate:oxygen oxidoreductase	Urate + Oxygen + H2O <=> 5-Hydroxyisourate + Hydrogen peroxide	C00366 + C00007 + C00001 <=> C11821 + C00027	1.7.3.3		RP00006  C00007_C00027 cofac [RC:RC02755]///RP01973  C00366_C11821 main [RC:RC02551]///RP06846  C00001_C11821 leave	rn00230: Purine metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments	urate oxidase [EC:1.7.3.3]///urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97]	Purine degradation, xanthine => urea		
R02107	Xanthine:oxygen oxidoreductase	Xanthine + H2O + Oxygen <=> Urate + Hydrogen peroxide	C00385 + C00001 + C00007 <=> C00366 + C00027	1.17.3.2		RP00006  C00007_C00027 cofac [RC:RC02755]///RP00569  C00366_C00385 main [RC:RC00143]///RP05957  C00001_C00366 leave	rn00230: Purine metabolism///rn01100: Metabolic pathways	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	Purine degradation, xanthine => urea		
R02108	1,4-alpha-D-Glucan glucanohydrolase	Starch + H2O <=> Dextrin + Starch	C00369 + C00001 <=> C00721 + C00369	3.2.1.1			rn00500: Starch and sucrose metabolism///rn01100: Metabolic pathways	alpha-amylase [EC:3.2.1.1]///maltose alpha-D-glucosyltransferase/ alpha-amylase [EC:5.4.99.16 3.2.1.1]///alpha-amylase [EC:3.2.1.1]		Same as: R06209	
R02109	Dextrin 6-alpha-D-glucanohydrolase	Starch + H2O <=> Amylose + alpha-D-Glucose	C00369 + C00001 <=> C00718 + C00267	3.2.1.33		RP00404  C00267_C00369 main [RC:RC00049]///RP05714  C00001_C00267 leave	rn00500: Starch and sucrose metabolism	glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]		Same as: R06158	
R02110	1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase	Amylose <=> Starch	C00718 <=> C00369	2.4.1.18			rn00500: Starch and sucrose metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]///1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	Trehalose biosynthesis, D-glucose 1P => trehalose	Same as: R06186	
R02111	1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase	Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate	C00369 + C00009 <=> C00718 + C00103	2.4.1.1		RP00323  C00009_C00103 leave///RP01975  C00103_C00369 trans	rn00500: Starch and sucrose metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	starch phosphorylase [EC:2.4.1.1]///phosphorylase / glycogen(starch) synthase [EC:2.4.1.1 2.4.1.11]	Trehalose biosynthesis, D-glucose 1P => trehalose	Same as: R06185	
R02112	1,4-alpha-D-Glucan maltohydrolase	Starch <=> Maltodextrin + Maltose	C00369 <=> C01935 + C00208	3.2.1.2			rn00500: Starch and sucrose metabolism///rn01100: Metabolic pathways	beta-amylase [EC:3.2.1.2]		Same as: R06159	
R02113	UDPglucose:sterol 3-O-beta-D-glucosyltransferase	UDP-glucose + Sterol <=> UDP + Sterol 3-beta-D-glucoside	C00029 + C00370 <=> C00015 + C03641	2.4.1.173	general reaction	RP00012  C00015_C00029 main [RC:RC00005]///RP01978  C00370_C03641 main [RC:RC00049]///RP06848  C00029_C03641 trans					
R02114	Phosphatidylcholine:sterol O-acyltransferase	Phosphatidylcholine + Sterol <=> 1-Acyl-sn-glycero-3-phosphocholine + Steryl ester	C00157 + C00370 <=> C04230 + C01958	2.3.1.43	general reaction	RP00226  C00370_C01958 main [RC:RC00055]///RP00537  C00157_C04230 main [RC:RC00037]///RP06849  C00157_C01958 trans	rn00564: Glycerophospholipid metabolism	lecithin-cholesterol acyltransferase [EC:2.3.1.43]			
R02115	Steryl-ester acylhydrolase	Steryl ester + H2O <=> Sterol + Fatty acid	C01958 + C00001 <=> C00370 + C00162	3.1.1.13	general reaction (see R01462)	RP00226  C00370_C01958 main [RC:RC00055]///RP01979  C00162_C01958 main [RC:RC00523]///RP05684  C00001_C00162 leave					
R02116		Sterol <=> (S)-2,3-Epoxysqualene	C00370 <=> C01054		incomplete reaction///see map00100:Sterol biosynthesis						
R02118	UDPglucose:zeatin O-beta-D-glucosyltransferase	UDP-glucose + Zeatin <=> UDP + O-beta-D-Glucosylzeatin	C00029 + C00371 <=> C00015 + C03423	2.4.1.203		RP00012  C00015_C00029 main [RC:RC00005]///RP01980  C00371_C03423 main [RC:RC00059]///RP06850  C00029_C03423 trans	rn00908: Zeatin biosynthesis///rn01110: Biosynthesis of secondary metabolites	zeatin O-glucosyltransferase [EC:2.4.1.203]			
R02119	UDP-D-xylose:zeatin O-beta-D-xylosyltransferase	UDP-D-xylose + Zeatin <=> UDP + O-beta-D-Xylosylzeatin	C00190 + C00371 <=> C00015 + C03300	2.4.2.40		RP00087  C00015_C00190 main [RC:RC00005]///RP01981  C00371_C03300 main [RC:RC00059]///RP06851  C00190_C03300 trans	rn00908: Zeatin biosynthesis///rn01110: Biosynthesis of secondary metabolites	zeatin O-xylosyltransferase [EC:2.4.2.40]			
R02120	Sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase	Sucrose + Dextran <=> D-Fructose + Dextran	C00089 + C00372 <=> C00095 + C00372	2.4.1.5///2.4.1.125		RP00075  C00089_C00095 main [RC:RC00028]///RP06852  C00089_C00372 trans	rn00500: Starch and sucrose metabolism	dextransucrase [EC:2.4.1.5]		Same as: R06066	
R02121	1,4-alpha-D-Glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase	Dextran + Amylose <=> Dextran + Amylose	C00372 + C00718 <=> C00372 + C00718	2.4.1.2						Same as: R06184	
R02122	3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamine N-sulfotransferase	3'-Phosphoadenylyl sulfate + [Heparan sulfate]-glucosamine <=> Adenosine 3',5'-bisphosphate + [Heparan sulfate]-N-sulfoglucosamine	C00053 + C17141 <=> C00054 + C17142	2.8.2.8		RP00016  C00053_C00054 main [RC:RC00007]///RP13355  C17141_C17142 main [RC:RC00630]///RP13356  C00053_C17142 trans					
R02123	retinal:NAD+ oxidoreductase	Retinal + NAD+ + H2O <=> Retinoate + NADH + H+	C00376 + C00003 + C00001 <=> C00777 + C00004 + C00080	1.2.1.36		RP00002  C00003_C00004 cofac [RC:RC00001]///RP00614  C00376_C00777 main [RC:RC00218]///RP05998  C00001_C00777 leave	rn00830: Retinol metabolism///rn01100: Metabolic pathways	retinal dehydrogenase [EC:1.2.1.36]			
R02124	retinol:NAD+ oxidoreductase	Retinol + NAD+ <=> Retinal + NADH + H+	C00473 + C00003 <=> C00376 + C00004 + C00080	1.1.1.1///1.1.1.105		RP00002  C00003_C00004 cofac [RC:RC00001]///RP01983  C00376_C00473 main [RC:RC00649]	rn00830: Retinol metabolism///rn01100: Metabolic pathways	alcohol dehydrogenase [EC:1.1.1.1]///S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]///dehydrogenase/reductase SDR family member 9 [EC:1.1.-.-]///retinol dehydrogenase 16 [EC:1.1.1.-]///17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239]///alcohol dehydrogenase 1/7 [EC:1.1.1.1]///alcohol dehydrogenase 6 [EC:1.1.1.1]///alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]///alcohol dehydrogenase 4 [EC:1.1.1.1]///all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]			
R02125	retinal:oxygen oxidoreductase	Retinal + Oxygen + H2O <=> Retinoate + Hydrogen peroxide	C00376 + C00007 + C00001 <=> C00777 + C00027	1.2.3.1		RP00006  C00007_C00027 cofac [RC:RC02755]///RP00614  C00376_C00777 main [RC:RC00218]///RP05998  C00001_C00777 leave	rn00830: Retinol metabolism///rn01100: Metabolic pathways	aldehyde oxidase [EC:1.2.3.1]			
R02126	all-trans-Retinal 11-cis-trans-isomerase	Retinal <=> 11-cis-Retinal	C00376 <=> C02110			RP01984  C00376_C02110 main [RC:RC00650]	rn01100: Metabolic pathways				
R02127		Retinal <=> Metarhodopsin	C00376 <=> C05916		incomplete reaction///non-enzymatic	RP11115  C00376_C05916 main [RC:RC01826]	rn00830: Retinol metabolism				
R02128		Retinal <=> Iodopsin + hn	C00376 <=> C05917 + C00205		incomplete reaction///non-enzymatic	RP11116  C00376_C05917 main [RC:RC01826]	rn00830: Retinol metabolism				
R02129		Retinal <=> all-trans-Dehydroretinal	C00376 <=> C05918		incomplete reaction///unclear reaction	RP11117  C00376_C05918 main [RC:RC00248]					
R02130	Steroid,hydrogen-donor:oxygen oxidoreductase (21-hydroxylating)	Steroid + Reduced acceptor + Oxygen <=> 21-Hydroxysteroid + Acceptor + H2O	C00377 + C00030 + C00007 <=> C02506 + C00028 + C00001	1.14.99.10	general reaction (see R02213, R02838, R03326, R03784, R03849 and R04675)	RP00013  C00001_C00007 leave					
R02131	Steroid,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	Steroid + Reduced acceptor + Oxygen <=> 17alpha-Hydroxysteroid + Acceptor + H2O	C00377 + C00030 + C00007 <=> C03336 + C00028 + C00001	1.14.99.9	general reaction (see R02211, R03783, R04852 and R04853)///P-450 reductase (ec 1.6.2.4) is the acceptor and re-reduced by NADPH (see R08551)	RP00013  C00001_C00007 leave					
R02132	Thiamin:oxygen 5-oxidoreductase	Thiamine + 2 Oxygen + H2O <=> Thiamine acetic acid + 2 Hydrogen peroxide	C00378 + 2 C00007 + C00001 <=> C02892 + 2 C00027	1.1.3.23	two-step reaction (see R00033+R00072)	RP00006  C00007_C00027 cofac [RC:RC02755]///RP01987  C00378_C02892 main [RC:RC00651]///RP06857  C00001_C02892 leave					1  [PMID:2988447]///Gomez-Moreno C, Edmondson DE.///Evidence for an aldehyde intermediate in the catalytic mechanism of thiamine oxidase.///Arch. Biochem. Biophys. 239 (1985) 46-52.
R02133	Thiamin hydrolase	Thiamine + H2O <=> 4-Amino-5-hydroxymethyl-2-methylpyrimidine + 5-(2-Hydroxyethyl)-4-methylthiazole + H+	C00378 + C00001 <=> C01279 + C04294 + C00080	3.5.99.2		RP00639  C00378_C04294 main [RC:RC00224]///RP01988  C00378_C01279 main [RC:RC00652]///RP06858  C00001_C01279 leave	rn00730: Thiamine metabolism///rn01100: Metabolic pathways	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]			
R02134	ATP:thiamine phosphotransferase	ATP + Thiamine <=> ADP + Thiamin monophosphate	C00002 + C00378 <=> C00008 + C01081	2.7.1.89		RP00003  C00002_C00008 main [RC:RC00002]///RP00640  C00378_C01081 main [RC:RC00017]///RP06859  C00002_C01081 trans	rn00730: Thiamine metabolism///rn01100: Metabolic pathways	thiamine kinase [EC:2.7.1.89]			
R02135	thiamin monophosphate phosphohydrolase	Thiamine + Orthophosphate <=> Thiamin monophosphate + H2O	C00378 + C00009 <=> C01081 + C00001	3.1.3.-		RP00640  C00378_C01081 main [RC:RC00017]///RP05676  C00001_C00009 leave///RP06860  C00009_C01081 leave	rn00730: Thiamine metabolism				
R02136	ATP:xylitol 5-phosphotransferase	ATP + Xylitol <=> ADP + Xylitol 5-phosphate	C00002 + C00379 <=> C00008 + C02895	2.7.1.122		RP00003  C00002_C00008 main [RC:RC00002]///RP01989  C00379_C02895 main [RC:RC00017]///RP06861  C00002_C02895 trans					
R02137	Cytidine ribohydrolase	Cytidine + H2O <=> Cytosine + D-Ribose	C00475 + C00001 <=> C00380 + C00121	3.2.2.8		RP00454  C00380_C00475 main [RC:RC00063]///RP01990  C00121_C00475 main [RC:RC00318]///RP05700  C00001_C00121 leave	rn00240: Pyrimidine metabolism///rn01100: Metabolic pathways	ribosylpyrimidine nucleosidase [EC:3.2.2.8]			
R02138	Palmitoyl-CoA:dolichol O-palmitoyltransferase	Palmitoyl-CoA + Dolichol <=> CoA + Dolichyl palmitate	C00154 + C00381 <=> C00010 + C02536	2.3.1.123		RP00039  C00010_C00154 main [RC:RC00004]///RP01991  C00381_C02536 main [RC:RC00041]///RP06862  C00154_C02536 trans					
R02139	Barbiturate amidohydrolase	Barbiturate + H2O <=> 3-Oxo-3-ureidopropanoate	C00813 + C00001 <=> C15607	3.5.2.1		RP10428  C00001_C15607 leave///RP11240  C00813_C15607 main [RC:RC00632]	rn00240: Pyrimidine metabolism				
R02141		Xanthine + H2O <=> 5-Ureido-4-imidazole carboxylate	C00385 + C00001 <=> C05515	3.5.2.-		RP01994  C00385_C05515 main [RC:RC00653]///RP06863  C00001_C05515 leave	rn00230: Purine metabolism				
R02142	XMP:pyrophosphate phosphoribosyltransferase	Xanthosine 5'-phosphate + Diphosphate <=> Xanthine + 5-Phospho-alpha-D-ribose 1-diphosphate	C00655 + C00013 <=> C00385 + C00119	2.4.2.8///2.4.2.22		RP00665  C00013_C00119 leave///RP01995  C00385_C00655 main [RC:RC00122]///RP06864  C00119_C00655 trans	rn00230: Purine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]///xanthine phosphoribosyltransferase [EC:2.4.2.22]///xanthine phosphoribosyltransferase [EC:2.4.2.22]///bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]			
R02143	Xanthosine ribohydrolase	Xanthosine + H2O <=> Xanthine + D-Ribose	C01762 + C00001 <=> C00385 + C00121	3.2.2.1		RP00504  C00385_C01762 main [RC:RC00122]///RP01996  C00121_C01762 main [RC:RC00318]///RP05700  C00001_C00121 leave	rn00230: Purine metabolism	purine nucleosidase [EC:3.2.2.1]			
R02144	S-Adenosyl-L-methionine:carnosine N-methyltransferase	S-Adenosyl-L-methionine + Carnosine <=> S-Adenosyl-L-homocysteine + beta-Alanyl-N(pi)-methyl-L-histidine	C00019 + C00386 <=> C00021 + C01262	2.1.1.22		RP00004  C00019_C00021 main [RC:RC00003]///RP01997  C00386_C01262 main [RC:RC00333]///RP06865  C00019_C01262 trans	rn00340: Histidine metabolism				
R02145	Guanosine aminohydrolase	Guanosine + H2O <=> Xanthosine + Ammonia	C00387 + C00001 <=> C01762 + C00014	3.5.4.15		RP01998  C00387_C01762 main [RC:RC00204]///RP06866  C00001_C01762 leave///RP06867  C00014_C00387 leave					
R02147	guanosine:phosphate alpha-D-ribosyltransferase	Guanosine + Orthophosphate <=> Guanine + alpha-D-Ribose 1-phosphate	C00387 + C00009 <=> C00242 + C00620	2.4.2.1///2.4.2.15		RP00185  C00242_C00387 main [RC:RC00063]///RP02001  C00387_C00620 trans///RP05759  C00009_C00620 leave	rn00230: Purine metabolism///rn01100: Metabolic pathways	purine-nucleoside phosphorylase [EC:2.4.2.1]///purine-nucleoside phosphorylase [EC:2.4.2.1]			
R02148	Guanosine 3'-phosphate phosphohydrolase	Guanosine 3'-phosphate + H2O <=> Guanosine + Orthophosphate	C06193 + C00001 <=> C00387 + C00009	3.1.3.6		RP02000  C00387_C06193 main [RC:RC00078]///RP05676  C00001_C00009 leave///RP06868  C00009_C06193 leave	rn00230: Purine metabolism	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]///2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]			
R02150	1H-Imidazole-4-ethanamine:oxygen oxidoreductase (deaminating) (copper-containing)	Histamine + Oxygen + H2O <=> Imidazole-4-acetaldehyde + Ammonia + Hydrogen peroxide	C00388 + C00007 + C00001 <=> C05130 + C00014 + C00027	1.4.3.22		RP00006  C00007_C00027 cofac [RC:RC02755]///RP02002  C00388_C05130 main [RC:RC00062]///RP06869  C00001_C05130 leave///RP06870  C00014_C00388 leave	rn00340: Histidine metabolism	diamine oxidase [EC:1.4.3.22]			
R02152		Histamine + Acetyl-CoA <=> 4-(beta-Acetylaminoethyl)imidazole + CoA	C00388 + C00024 <=> C05135 + C00010	2.3.1.-		RP00007  C00010_C00024 main [RC:RC00004]///RP02003  C00388_C05135 main [RC:RC00096]///RP06871  C00024_C05135 trans	rn00340: Histidine metabolism				
R02155	S-Adenosyl-L-methionine:histamine N-tele-methyltransferase	S-Adenosyl-L-methionine + Histamine <=> S-Adenosyl-L-homocysteine + N-Methylhistamine	C00019 + C00388 <=> C00021 + C05127	2.1.1.8		RP00004  C00019_C00021 main [RC:RC00003]///RP02004  C00388_C05127 main [RC:RC00655]///RP06872  C00019_C05127 trans	rn00340: Histidine metabolism	histamine N-methyltransferase [EC:2.1.1.8]			
R02156	quercetin:oxygen 2,3-oxidoreductase (decyclizing)	Quercetin + Oxygen <=> 2-Protocatechoylphloroglucinolcarboxylate + CO	C00389 + C00007 <=> C04524 + C00237	1.13.11.24		RP02005  C00237_C00389 leave///RP02006  C00389_C04524 main [RC:RC00656]///RP06873  C00007_C04524 leave					
R02157	S-Adenosyl-L-methionine:3,5,7,3',4'-pentahydroxyfavone 3-O-methyltransferase	S-Adenosyl-L-methionine + Quercetin <=> S-Adenosyl-L-homocysteine + 3-O-Methylquercetin	C00019 + C00389 <=> C00021 + C04443	2.1.1.76	quercetin 3-O-methyltransferase	RP00004  C00019_C00021 main [RC:RC00003]///RP02007  C00389_C04443 main [RC:RC00392]///RP06874  C00019_C04443 trans	rn00944: Flavone and flavonol biosynthesis	flavonol 3-O-methyltransferase [EC:2.1.1.76]			
R02158	UDPglucose:flavonol 3-O-D-glucosyltransferase	UDP-glucose + Quercetin <=> UDP + Quercetin 3-O-glucoside	C00029 + C00389 <=> C00015 + C05623	2.4.1.91	flavonol 3-O-glucosyltransferase	RP00012  C00015_C00029 main [RC:RC00005]///RP02008  C00389_C05623 main [RC:RC00171]///RP06875  C00029_C05623 trans	rn00944: Flavone and flavonol biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	flavonol 3-O-glucosyltransferase [EC:2.4.1.91]			
R02159	3'-Phosphoadenylylsulfate:quercetin 3-sulfotransferase	3'-Phosphoadenylyl sulfate + Quercetin <=> Adenosine 3',5'-bisphosphate + Quercetin 3-sulfate	C00053 + C00389 <=> C00054 + C00616	2.8.2.25	flavonol 3-sulfotransferase	RP00016  C00053_C00054 main [RC:RC00007]///RP02009  C00389_C00616 main [RC:RC00128]///RP06876  C00053_C00616 trans	rn00944: Flavone and flavonol biosynthesis	flavonol 3-sulfotransferase [EC:2.8.2.25]			
R02160	dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase	Taxifolin + 2-Oxoglutarate + Oxygen <=> Quercetin + Succinate + CO2 + H2O	C01617 + C00026 + C00007 <=> C00389 + C00042 + C00011 + C00001	1.14.11.23	flavonol synthase	RP00013  C00001_C00007 leave///RP00015  C00026_C00042 cofac///RP02010  C00389_C01617 main [RC:RC00657]///RP05677  C00011_C00026 leave///RP05690  C00007_C00042 leave	rn00941: Flavonoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites	flavonol synthase [EC:1.14.11.23]			
R02161	Ubiquinol:ferricytochrome-c oxidoreductase	Ubiquinol + 2 Ferricytochrome c <=> Ubiquinone + 2 Ferrocytochrome c + 2 H+	C00390 + 2 C00125 <=> C00399 + 2 C00126 + 2 C00080	1.10.2.2	electron transport complex III	RP00038  C00125_C00126 cofac [RC:RC00016]///RP00162  C00390_C00399 main [RC:RC00061]			Cytochrome bc1 complex respiratory unit///Cytochrome bc1 complex		
R02163	NADH:ubiquinone oxidoreductase	Ubiquinol + NAD+ <=> Ubiquinone + NADH + H+	C00390 + C00003 <=> C00399 + C00004 + C00080	1.6.5.3///1.6.5.8///1.6.5.9	electron transport complex I///multi-step reaction (see R00281+R02166)	RP00002  C00003_C00004 main [RC:RC00001]///RP00162  C00390_C00399 cofac [RC:RC00061]			NADH:ubiquinone oxidoreductase, mitochondria///NADH:quinone oxidoreductase, prokaryotes///NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria		
R02164	succinate:quinone oxidoreductase	Quinone + Succinate <=> Hydroquinone + Fumarate	C15602 + C00042 <=> C15603 + C00122	1.3.5.1///1.3.5.4	electron transport complex II	RP00121  C00042_C00122 main [RC:RC00045]	rn00020: Citrate cycle (TCA cycle)///rn00620: Pyruvate metabolism///rn00650: Butanoate metabolism///rn00720: Carbon fixation pathways in prokaryotes///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01120: Microbial metabolism in diverse environments///rn01130: Biosynthesis of antibiotics///rn01200: Carbon metabolism	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]///succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]///succinate dehydrogenase (ubiquinone) cytochrome b560 subunit///succinate dehydrogenase (ubiquinone) membrane anchor subunit///succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]///succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]///succinate dehydrogenase / fumarate reductase, cytochrome b subunit///succinate dehydrogenase / fumarate reductase, membrane anchor subunit///fumarate reductase flavoprotein subunit [EC:1.3.5.4]///fumarate reductase iron-sulfur subunit [EC:1.3.5.4]///fumarate reductase subunit C///fumarate reductase subunit D///succinate dehydrogenase / fumarate reductase, subunit D///putative succinate dehydrogenase / fumarate reductase, subunit D	Citrate cycle (TCA cycle, Krebs cycle)///Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate///Succinate dehydrogenase (ubiquinone)///Succinate dehydrogenase, prokaryotes///Fumarate reductase, prokaryotes///Reductive citrate cycle (Arnon-Buchanan cycle)///Dicarboxylate-hydroxybutyrate cycle///3-Hydroxypropionate bi-cycle		
R02165	Nitrite:(acceptor) oxidoreductase	Ubiquinol + Nitrate <=> Ubiquinone + Nitrite + H2O	C00390 + C00244 <=> C00399 + C00088 + C00001	1.7.99.4	respiratory nitrate reductase	RP00048  C00088_C00244 leave [RC:RC02812]///RP00162  C00390_C00399 cofac [RC:RC00061]///RP05725  C00001_C00244 leave					
R02166	NADH:ubiquinone oxidoreductase	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor	C00390 + C00028 <=> C00399 + C00030	1.6.5.3	electron transport complex I///a part of multi-step reaction (see R02163, R00281+R02166)	RP00162  C00390_C00399 main [RC:RC00061]		NADH dehydrogenase [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]///NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 2 [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 3 [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 5 [EC:1.6.5.3]///NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]			
R02167	D-Mannitol-1-phosphate phosphohydrolase	D-Mannitol 1-phosphate + H2O <=> Mannitol + Orthophosphate	C00644 + C00001 <=> C00392 + C00009	3.1.3.22		RP00820  C00392_C00644 main [RC:RC00017]///RP05676  C00001_C00009 leave///RP06879  C00009_C00644 leave	rn00051: Fructose and mannose metabolism				
R02168	GDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase	GDP-glucose + D-Glucose 6-phosphate <=> GDP + alpha,alpha'-Trehalose 6-phosphate	C00394 + C00092 <=> C00035 + C00689	2.4.1.36		RP00146  C00092_C00689 main [RC:RC00049]///RP00241  C00035_C00394 main [RC:RC00005]///RP06880  C00394_C00689 trans				Same as: R06125	
R02170	Penicillin amidohydrolase	Penicillin + H2O <=> Carboxylate + 6-Aminopenicillanate	C00395 + C00001 <=> C00060 + C02954	3.5.1.11	general reaction (see R04103)	RP02012  C00060_C00395 main [RC:RC00328]///RP02013  C00395_C02954 main [RC:RC00166]///RP05681  C00001_C00060 leave	rn00311: Penicillin and cephalosporin biosynthesis///rn01130: Biosynthesis of antibiotics	penicillin amidase [EC:3.5.1.11]			
R02171	Pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase	Pyrimidine 5'-nucleotide + H2O <=> Pyrimidine + D-Ribose 5-phosphate + H+	C03536 + C00001 <=> C00396 + C00117 + C00080	3.2.2.10		RP02014  C00117_C03536 main [RC:RC00485]///RP02015  C00396_C03536 main [RC:RC00033]///RP05723  C00001_C00117 leave					
R02172	pyrimidine-nucleoside ribohydrolase	Pyrimidine nucleoside + H2O <=> Pyrimidine + D-Ribose + H+	C03169 + C00001 <=> C00396 + C00121 + C00080	3.2.2.8	general reaction	RP02112  C00396_C03169 main [RC:RC00033]///RP05700  C00001_C00121 leave///RP10962  C00121_C03169 main [RC:RC00485]					
R02173	Tryptamine:oxygen oxidoreductase(deaminating)	Tryptamine + H2O + Oxygen <=> Indole-3-acetaldehyde + Ammonia + Hydrogen peroxide	C00398 + C00001 + C00007 <=> C00637 + C00014 + C00027	1.4.3.4///1.4.3.22		RP00006  C00007_C00027 cofac [RC:RC02755]///RP02018  C00398_C00637 main [RC:RC00062]///RP06881  C00001_C00637 leave///RP06882  C00014_C00398 leave	rn00380: Tryptophan metabolism	monoamine oxidase [EC:1.4.3.4]///diamine oxidase [EC:1.4.3.22]			
R02174	S-Adenosyl-L-methionine:amine N-methyltransferase	S-Adenosyl-L-methionine + Tryptamine <=> S-Adenosyl-L-homocysteine + N-Methyltryptamine	C00019 + C00398 <=> C00021 + C06213	2.1.1.49		RP00004  C00019_C00021 main [RC:RC00003]///RP02019  C00398_C06213 main [RC:RC00060]///RP06883  C00019_C06213 trans	rn00380: Tryptophan metabolism	methyltransferase [EC:2.1.1.49 2.1.1.96]			
R02175	S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase	2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + S-Adenosyl-L-methionine <=> Ubiquinone-6 + S-Adenosyl-L-homocysteine	C05805 + C00019 <=> C17568 + C00021	2.1.1.64		RP00004  C00019_C00021 main [RC:RC00003]///RP15697  C00019_C17568 trans///RP15698  C05805_C17568 main [RC:RC01895]	rn00130: Ubiquinone and other terpenoid-quinone biosynthesis///rn01110: Biosynthesis of secondary metabolites	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]			
